collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
,0,Drama,en,Got the Facts on Milk?,#VALUE!,30-08-11,0,88.0,A
,0,Documentary,en,Lioness,#VALUE!,01-01-08,0,82.0,C
,0,Documentary,en,Dawg Fight,Rakontur,13-03-15,0,109.0,C
,210,Adventure,en,K2: Siren of the Himalayas,Ursus Films,02-11-12,0,80.0,C
,0,Documentary,en,The Men Who Built America,#VALUE!,16-10-12,0,360.0,C
,0,Animation,ja,Gunnm,KSS,01-01-93,0,54.0,C
,0,Documentary,en,Daddy and the Muscle Academy,Yleisradio (YLE),17-10-91,0,58.0,C
,0,Drama,sv,Sebbe,#VALUE!,12-03-10,0,83.0,C
,0,Documentary,en,Mission Blue,Insurgent Media,30-01-14,0,94.0,B
,0,Documentary,en,E-Team,#VALUE!,18-01-14,0,88.0,C
,0,Drama,en,The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby,#VALUE!,23-09-11,0,104.0,C
,0,Comedy,de,Die Friseuse,Constantin Film Produktion,14-02-10,0,106.0,C
,0,Drama,en,Chocolate City,#VALUE!,22-05-15,0,91.0,C
,0,,en,Prime Suspect: Scent of Darkness,#VALUE!,15-05-95,0,105.0,C
,5400000,Thriller,hi,Madras Cafe,JA Entertainment,23-08-13,6500000,130.0,C
,0,Comedy,cn,富貴列車,Paragon Films Ltd.,30-01-86,0,94.0,C
,0,Family,es,Binta y la gran idea,#VALUE!,25-10-04,0,30.0,D
,0,Comedy,en,West Bank Story,#VALUE!,01-01-05,0,21.0,D
,0,Comedy,en,Skills Like This,Elsboy Entertainment,10-03-07,0,86.0,C
,0,Adventure,en,The Star Wars Holiday Special,20th Century Fox Television,01-12-78,0,97.0,D
,5000,Drama,lo,ຈັນທະລີ,Sleepy Whippet,18-05-13,0,98.0,C
,0,Comedy,en,Camp Takota,#VALUE!,14-02-14,0,102.0,C
,0,Comedy,en,Blue Summer,Vincent Pictures,20-11-73,0,79.0,D
,0,Drama,en,Hamari Adhuri Kahani,#VALUE!,12-06-15,0,129.0,C
,0,Comedy,en,Such Good People,Such Good Productions,09-05-14,0,97.0,D
,0,Documentary,en,The Possibilities Are Endless,Pulse Films,04-03-14,0,83.0,C
Mostly Ghostly Collection,0,Family,en,Mostly Ghostly: Have You Met My Ghoulfriend?,Lookout Entertainment,02-09-14,0,91.0,C
,0,Comedy,en,Jailbait Babysitter,#VALUE!,02-09-77,0,74.0,E
,0,Action,en,Pocket Ninjas,#VALUE!,25-03-97,0,80.0,D
,0,Documentary,en,Occupy Love,#VALUE!,03-05-13,0,84.0,D
,0,War,en,The Sky Above Us,Entre Chien et Loup,28-01-15,0,97.0,E
,0,Drama,en,Prime Suspect 5: Errors of Judgement,WGBH,20-08-96,0,200.0,C
,0,Documentary,fr,Sur le chemin de l'école,#VALUE!,,,,E
,0,TV Movie,en,Frankenstein,L.I.F.T. Production,09-10-04,0,88.0,D
,0,TV Movie,en,3: The Dale Earnhardt Story,#VALUE!,11-12-04,0,92.0,C
Johnny Tsunami Collection,0,TV Movie,en,Johnny Tsunami,Film Roman Productions,24-07-99,0,88.0,C
Johnny Tsunami Collection,0,Comedy,en,Johnny Kapahala - Back on Board,Disney Channel,08-06-07,0,90.0,D
,0,Family,en,'Twas the Night,Disney Channel,07-12-01,0,84.0,C
,0,Family,en,The Ultimate Christmas Present,#VALUE!,01-12-00,0,85.0,C
,0,Comedy,en,Merry Christmas, Drake and Josh,#VALUE!,,,,E
Problem Child Collection,0,Comedy,en,Problem Child 3,Universal TV,13-05-95,0,87.0,D
,0,TV Movie,en,The Paper Brigade,#VALUE!,25-02-97,0,90.0,C
Zenon Collection,0,Adventure,en,Zenon: Girl of the 21st Century,#VALUE!,23-01-99,0,97.0,C
Zenon Collection,0,Adventure,en,Zenon: The Zequel,#VALUE!,12-01-01,0,100.0,D
Zenon Collection,0,TV Movie,en,Zenon: Z3,#VALUE!,11-06-04,0,95.0,C
,0,Action,en,Up, Up, and Away,Disney Channel,22-01-00,0,90.0,D
,0,Drama,en,Don't Look Under the Bed,#VALUE!,09-10-99,0,100.0,C
,0,TV Movie,en,The Luck of the Irish,#VALUE!,09-03-01,0,86.0,C
,0,Comedy,en,Eddie's Million Dollar Cook Off,Disney Channel,18-07-03,0,110.0,C
,6000000,Action,en,Wendy Wu: Homecoming Warrior,Disney Channel,16-06-06,0,90.0,C
,0,Comedy,ab,18 Year Old Virgin,Asylum, The,20-01-09,0,86.0,E
,0,Documentary,en,Web Junkie,Warrior Poets,20-01-14,0,79.0,C
,0,,en,The Curse of Inferno,#VALUE!,30-12-96,0,87.0,D
,0,Drama,en,Mr. Holmes,BBC Films,19-06-15,29355203,103.0,C
,3500000,Action,ko,아치와 씨팍,J Team,28-06-06,0,90.0,C
,0,Documentary,en,Bite Size,#VALUE!,07-03-14,0,80.0,D
,0,War,ru,Snayper. Oruzhie Vozmezdiya,Belarusfilm,09-05-09,0,177.0,C
,0,Comedy,fr,Le jumeau,#VALUE!,10-10-84,0,104.0,C
,0,Comedy,fr,Les Coquillettes,Ecce Films,20-03-13,0,75.0,D
,200000,Comedy,fr,La Vie au ranch,Ecce Films,13-10-10,0,90.0,C
Totò Collection,0,Comedy,it,Totò a Colori,Lux Film,21-05-53,0,104.0,B
Totò Collection,0,Comedy,it,Totò e i re di Roma,#VALUE!,01-01-51,0,0.0,C
,0,Comedy,en,Un Giorno in pretura,#VALUE!,06-06-53,0,88.0,C
,0,Comedy,it,Un americano a Roma,#VALUE!,01-01-54,0,94.0,B
Totò Collection,0,Comedy,en,I Tartassati,#VALUE!,,,,E
Totò Collection,0,Comedy,it,Totò Diabolicus,Titanus,01-01-63,0,0.0,B
,0,Crime,it,Copacabana Palace,France Cinéma Productions,03-11-62,0,90.0,C
Totò Collection,0,Comedy,it,I Due Colonnelli,Titanus,31-08-62,0,104.0,B
,0,War,it,La feldmarescialla,#VALUE!,21-12-67,0,0.0,E
Flatfoot Collection,0,Action,it,Piedone lo sbirro,Mondial Televisione Film,25-10-73,0,110.0,C
Flatfoot Collection,0,Action,it,Piedone a Hong Kong,Mondial Televisione Film,26-06-75,0,108.0,C
Flatfoot Collection,0,Action,it,Piedone l'africano,Laser Films,22-03-78,0,115.0,C
,0,Crime,it,Bonnie e Clyde all'italiana,Faso Film,01-01-82,0,97.0,C
,0,Documentary,en,The Antics Roadshow,#VALUE!,13-08-11,0,48.0,C
,0,Documentary,en,Intangible Asset Number 82,#VALUE!,12-06-08,0,90.0,E
,0,Documentary,en,Jig,BBC Scotland,30-11-11,0,0.0,B
,0,Documentary,en,Eco-Pirate: The Story of Paul Watson,#VALUE!,10-11-11,0,110.0,E
,0,,en,The Last White Knight,#VALUE!,11-09-12,0,78.0,C
,0,Documentary,en,The Farm: Angola, USA,#VALUE!,17-01-98,0,88.0,B
,0,Drama,en,Le métis de Dieu,Arte,24-01-13,0,96.0,C
,0,Drama,en,Khab-e talkh,Touba Films,14-05-04,0,87.0,D
,0,Adventure,en,Impact,#VALUE!,21-06-09,0,120.0,D
,0,Drama,en,Mercenaries,#VALUE!,01-09-11,0,90.0,C
,0,Drama,en,Nanny Cam,#VALUE!,28-12-14,0,84.0,C
The Secret Life of Pets Collection,75000000,Animation,en,The Secret Life of Pets,Universal Pictures,18-06-16,875457937,87.0,C
,0,Documentary,en,Underground,Turin Film,09-05-76,0,87.0,E
,0,Documentary,pt,Edifício Master,#VALUE!,22-11-02,0,110.0,C
,5485,Animation,en,The Skeleton Dance,Walt Disney Pictures,21-08-29,0,6.0,B
,5000000,Action,it,A.C.A.B.: All Cops Are Bastards,Rai Cinema,27-01-12,0,112.0,C
,0,Horror,en,Frankenstein vs. The Mummy,Ruthless Pictures,10-02-15,0,90.0,D
,0,Horror,en,Alien vs. Ninja,Nikkatsu,03-07-10,0,81.0,D
Ghost in the Shell: Stand Alone Complex,0,Science Fiction,ja,攻殻機動隊 Stand Alone Complex The Laughing Man,Kôkaku Kidôtai Seisaku Iinkai,01-01-05,0,160.0,B
,0,Animation,en,Pablo,Goldstreet Films,17-10-12,0,90.0,C
,0,Drama,en,All the Wilderness,#VALUE!,09-03-14,0,80.0,C
,0,Documentary,en,Walking the Camino: Six Ways to Santiago,#VALUE!,27-02-13,0,84.0,D
,200000,Action,en,Evil Behind You,#VALUE!,31-10-06,0,90.0,E
,0,Drama,en,Senior Project,#VALUE!,07-01-15,0,85.0,E
,0,Comedy,fr,À Coup Sûr,Universal Pictures France,15-01-14,0,91.0,D
,0,Comedy,fr,Les Gazelles,Récifilms,26-03-14,0,100.0,C
,0,Comedy,en,Mariage chez les Bodin's,ADR Productions,24-09-08,0,82.0,C
,0,Comedy,fr,Amélie au pays des Bodin's,ADR Productions,26-05-10,0,80.0,D
,0,Drama,en,Obsessed,Lifetime Television,22-09-02,0,96.0,D
,0,Documentary,en,The Emperor's New Clothes,#VALUE!,24-04-15,0,107.0,C
,11000000,Action,ru,Белый тигр,Mosfilm,03-05-12,7200000,104.0,C
,0,Drama,en,Guardian,#VALUE!,12-06-01,0,89.0,C
,0,,en,Mom's Got a Date With a Vampire,Walt Disney Pictures,13-10-00,0,85.0,C
,3000000,Action,en,Love Lies Bleeding,#VALUE!,15-01-08,0,94.0,C
,0,Drama,ta,Kaaka Muttai,Wunderbar Films,05-06-15,0,109.0,A
,0,Drama,hi,B.A. Pass,#VALUE!,02-08-13,0,95.0,C
,0,Drama,ko,말죽거리 잔혹사,Sidus Pictures,15-01-04,0,116.0,C
,11000000,Drama,hi,Gabbar Is Back,Bhansali Films,01-05-15,41000000,128.0,C
,0,Animation,pt,O Menino e o Mundo,Filme de Papel,17-01-14,0,80.0,C
,20000000,Comedy,en,Little Boy,Metanoia Films,23-04-15,6485961,106.0,C
,0,Fantasy,en,Do You Believe?,Believe Entertainment,20-03-15,0,115.0,C
,0,Drama,en,A Deadly Adoption,Gary Sanchez Productions,20-06-15,0,90.0,D
,0,Crime,en,Buster and Billie,Black Creek Billie,21-08-74,0,100.0,D
,0,Fantasy,cs,Tři oříšky pro Popelku,Deutsche Film (DEFA),01-11-73,0,82.0,B
,0,Documentary,en,Rhythm is it!,#VALUE!,12-06-04,0,100.0,D
,0,Horror,en,Video Violence,#VALUE!,01-01-87,0,90.0,C
,26000000,Science Fiction,en,Self/less,Endgame Entertainment,10-07-15,30523226,116.0,C
Mythica Collection,0,Action,en,Mythica: A Quest for Heroes,Arrowstorm Entertainment,08-12-14,0,93.0,C
,0,Fantasy,en,The King's Daughter,Paramount Pictures,30-12-17,0,0.0,E
,0,Comedy,en,Alex Holeh Ahavah,#VALUE!,01-01-86,0,88.0,D
,0,Comedy,en,Behind the Camera: The Unauthorized Story of 'Mork & Mindy',NBC Studios,14-04-05,0,120.0,E
,0,Drama,en,Escape from Sobibor,Zenith Productions,12-04-87,0,143.0,C
,31500000,Action,en,Criminal,Lionsgate,14-04-16,14708696,113.0,C
,90000000,Fantasy,en,The Last Witch Hunter,#VALUE!,,,,E
,15000000,Horror,en,Krampus,Universal Pictures,26-11-15,61548707,98.0,C
,175000000,Action,en,Suicide Squad,DC Comics,02-08-16,745600054,123.0,C
,0,Thriller,en,Aurora,Vantis Pictures,10-06-16,0,107.0,D
,0,Drama,en,Noodle,#VALUE!,26-07-07,0,90.0,B
,0,War,en,Ardennes Fury,The Asylum,11-11-14,0,87.0,D
,0,Action,en,The Misfit Brigade,Panorama,02-07-87,0,99.0,C
,0,Drama,pl,Tajemnica Westerplatte,#VALUE!,04-07-13,0,0.0,C
,0,Drama,es,Dictado,Filmax,09-03-12,0,95.0,C
,0,Documentary,es,La vida loca,El Caiman,20-09-08,0,90.0,C
,1823152,Drama,hi,Bluffmaster!,R.S. Entertainment,01-01-05,7133082,137.0,D
,0,Mystery,nl,De Behandeling,Eyeworks Film & TV Drama,29-01-14,0,131.0,C
,0,Drama,en,Civilization,Thomas H. Ince Corporation,02-06-16,0,78.0,C
,0,,en,The Loretta Claiborne Story,#VALUE!,16-01-00,0,0.0,E
,20000,Documentary,en,Shocking Asia,#VALUE!,11-11-76,0,94.0,C
Independence Day Collection,165000000,Action,en,Independence Day: Resurgence,Twentieth Century Fox Film Corporation,22-06-16,389681935,120.0,D
Star Trek: Alternate Reality Collection,185000000,Action,en,Star Trek Beyond,Paramount Pictures,07-07-16,343471816,122.0,C
,0,Documentary,en,The American Film Institute Salute to Frank Capra,#VALUE!,03-04-82,0,90.0,E
,0,Documentary,en,Frank Capra's American Dream,#VALUE!,01-01-97,0,115.0,E
,0,,en,Fultah Fisher's Boarding House,#VALUE!,01-04-22,0,12.0,D
,250,Comedy,en,Tunnel Vision,International Harmony,12-03-76,0,70.0,E
,0,Crime,cn,勇者無懼,Golden Harvest Productions,26-03-81,0,91.0,B
Cabin By The Lake Collection,0,Thriller,en,Cabin By The Lake,#VALUE!,01-02-00,0,91.0,C
,0,,en,Bhoot,#VALUE!,30-05-03,0,113.0,C
,240000,Thriller,ta,Pizza,Thirukumaran Entertainment,19-10-12,2800000,127.0,C
,0,Horror,hi,रात,#VALUE!,,,,E
1920 Collection,0,Horror,hi,1920,ASA Film Pvt Ltd,12-09-08,0,138.0,C
,0,Thriller,hi,Darna Zaroori Hai,#VALUE!,28-04-06,0,108.0,D
,0,Horror,hi,डरना मना है,#VALUE!,25-06-03,0,121.0,C
Encounters of the Spooky Kind Collection,0,Action,cn,鬼打鬼,Bo Ho Film Company Ltd.,24-12-80,731753,102.0,C
,0,Action,fr,Vertige,Gaumont,01-01-09,0,90.0,C
,0,Horror,en,The Echo,Vertigo Entertainment,25-05-08,0,96.0,C
,10920000,Drama,hi,Rockstar,#VALUE!,11-11-11,19660000,159.0,B
,0,Drama,hi,Rock On!!,#VALUE!,,,,E
,0,Comedy,en,Time Share,Constantin Film,01-01-00,0,87.0,C
,0,Comedy,he,Ha-Shoter Azulai,#VALUE!,05-06-71,0,87.0,C
,0,Action,en,Sidekick,#VALUE!,01-10-05,0,87.0,C
,0,,es,Raising Waylon,#VALUE!,22-02-04,0,120.0,C
,500000,Horror,fr,Kalevet,United King Films,02-12-10,0,90.0,C
,0,Comedy,en,All in,#VALUE!,14-03-06,0,98.0,D
,0,Drama,en,Vig,Lions Gate Films,04-12-98,0,90.0,D
Easy Money Collection,0,Crime,sv,Snabba cash - Livet deluxe,Fantefilm,29-08-13,0,127.0,C
,0,Documentary,en,Deepsea Challenge 3D,#VALUE!,08-08-14,0,90.0,C
,0,Comedy,en,The Fluffy Movie,Open Road Films,25-07-14,0,101.0,C
,0,Action,en,Final Girl,NGN Productions,14-04-15,0,90.0,D
,0,Horror,en,Debug,Copperheart Entertainment,03-11-14,0,86.0,D
,2745000,Comedy,he,Zohi Sdom,United King Films,05-08-10,5850000,88.0,B
,0,Comedy,en,Three Wise Guys,#VALUE!,30-11-05,0,90.0,D
,0,Action,en,Run,Spinning Owls Productions,10-10-13,0,106.0,C
,0,Comedy,fr,Le Cactus,Téléma Productions,14-12-05,0,0.0,D
,0,Crime,en,Las viudas de los jueves,#VALUE!,10-09-09,0,122.0,C
,0,TV Movie,en,Come Dance at My Wedding,Johnson Production Group,06-06-09,0,126.0,D
,0,Comedy,en,Metzitzim,#VALUE!,06-06-73,0,90.0,D
,15000000,Drama,en,The Disappointments Room,Relativity Media,09-09-16,0,92.0,D
,0,Mystery,en,Tipping Point,Muse Entertainment Enterprises,28-01-07,0,88.0,C
,0,Family,en,Tommy Tricker and the Stamp Traveller,Telefilm Canada,08-12-88,0,105.0,C
,0,Drama,fr,American Translation,TLA Releasing,07-06-11,0,109.0,C
,0,Documentary,en,Actress,#VALUE!,07-11-14,0,86.0,C
,0,Drama,da,Drømmen,Zentropa Entertainments,24-03-06,0,105.0,C
,0,,en,Lick the Star,#VALUE!,01-10-98,0,14.0,C
,0,,en,Iberia,#VALUE!,11-05-05,0,120.0,D
,0,Music,en,Nirvana: Live! Tonight! Sold Out!!,#VALUE!,,,,E
,0,,en,Gente di Roma,#VALUE!,31-10-03,0,100.0,C
,96,Documentary,en,Che strano chiamarsi Federico,Palomar,12-09-13,0,90.0,B
,0,Drama,it,Maccheroni,#VALUE!,24-10-85,0,104.0,C
,0,Comedy,it,I Nuovi Mostri,#VALUE!,15-12-77,0,115.0,C
,0,Comedy,it,La più bella serata della mia vita,Produzioni De Laurentiis International Manufacturing Company,22-12-72,0,0.0,B
,0,Comedy,it,Dramma della gelosia (tutti i particolari in cronaca),#VALUE!,30-04-70,0,105.0,C
,0,,en,Señorita Justice,#VALUE!,,0,86.0,E
,0,Comedy,en,Iliza Shlesinger: War Paint,New Wave Entertainment,01-01-13,0,75.0,C
,0,Comedy,en,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),New Wave Entertainment Television,22-05-15,0,78.0,C
,0,Comedy,en,Morgan Murphy: Irish Goodbye,New Wave Entertainment Television,21-01-14,0,50.0,E
An American Girl Collection,0,Family,en,Grace Stirs Up Success,Pioneer Pictures,23-06-15,0,101.0,C
,0,Horror,en,The Mirror,Haunted Mirror,23-08-15,0,88.0,D
,0,Documentary,en,Ouwehoeren,Submarine,01-12-11,0,80.0,D
,0,Drama,en,Traffic in Souls,#VALUE!,24-11-13,0,88.0,C
,0,Documentary,en,Hells Angels Forever,#VALUE!,09-10-83,0,0.0,A
,0,Drama,en,Solo,#VALUE!,01-01-80,0,29.0,D
,0,Drama,en,Laiškai Sofijai,#VALUE!,28-08-13,0,0.0,C
,0,Comedy,en,Archie's Final Project,#VALUE!,07-02-09,0,107.0,C
,0,Drama,en,Dancing Arabs,MACT Productions,10-07-14,0,104.0,B
,445000,Crime,en,Jackson County Jail,New World Pictures,31-03-76,2300000,84.0,C
,0,Drama,hi,Shiva,#VALUE!,07-12-90,0,161.0,C
,0,Drama,te,ఆర్య,#VALUE!,07-05-04,0,150.0,C
,0,Action,hi,मैं खिलाड़ी तू अनाड़ी,#VALUE!,23-09-94,0,175.0,C
,0,Romance,en,Jungle,#VALUE!,,,,E
,0,,hi,Prahaar: The Final Attack,#VALUE!,01-01-91,0,166.0,A
,0,Action,en,Sehar,Choice Films Inc.,29-07-05,0,0.0,B
,0,,en,Zakhm,#VALUE!,14-12-98,0,0.0,C
,0,Action,cn,Bui bun si mun,Shaw Brothers,23-05-80,0,92.0,C
,0,Action,zh,群龍戲鳳,Bojon Films Company Ltd.,24-02-89,0,95.0,C
,0,Comedy,en,Not the Messiah (He's a Very Naughty Boy),Python (Monty) Pictures Limited,25-03-10,0,92.0,D
,20000000,Fantasy,de,Labyrinth,#VALUE!,,,,E
,18550417,Drama,en,The Sinking of the Laconia,Two Oceans Production,06-01-11,0,180.0,D
The Sally Lochhart Mysteries Collection,0,Adventure,en,The Shadow in the North,British Broadcasting Corporation (BBC),15-09-07,0,94.0,D
The Carry On Collection,0,Comedy,en,Carry On Doctor,The Rank Organisation,02-12-67,0,90.0,C
,0,Drama,ru,А зори здесь тихие,Gorky Film Studio,06-06-72,0,188.0,B
,0,Action,en,Sam chong Siu Lam,Shaw Brothers,06-10-83,0,86.0,C
,0,Action,cn,Mou mian bei,Long Shong Pictures,17-02-95,0,94.0,C
,0,Drama,ko,쌍화점,Opus Pictures,30-12-08,0,133.0,B
,9000000,Action,hi,Kaminey,#VALUE!,14-08-09,18130000,135.0,B
,1500000,Action,hi,Company,Varma Corporation,15-04-02,6000000,156.0,C
,17000000,Action,ta,விஸ்வரூபம்,Aascar Films,25-01-13,51000000,147.0,C
,0,Crime,hi,Omkara,Big Screen Entertainment,28-07-06,0,155.0,C
,0,Action,hi,Baadshah,#VALUE!,,,,E
,0,,hi,Koyla,Filmkraft Productions Pvt. Ltd,06-04-97,0,166.0,C
,0,,hi,Shool,#VALUE!,04-11-99,0,0.0,D
,0,Foreign,hi,घायल,#VALUE!,08-06-90,0,163.0,C
Golmaal Collection,0,Comedy,hi,Golmaal,K Sera Sera,14-07-06,0,140.0,C
,0,Action,cn,鹿鼎记,Win,30-07-92,0,106.0,B
Saheb Biwi Aur Gangster Collection,0,Drama,hi,Saheb Biwi Aur Gangster,#VALUE!,23-09-11,0,119.0,B
,0,,hi,Gadar: Ek Prem Katha,#VALUE!,15-06-01,0,170.0,C
,0,Adventure,cn,雜家小子,#VALUE!,,,,E
,0,Documentary,en,Bruce Lee: A Warrior's Journey,Warner Bros. Pictures,22-10-00,0,100.0,B
,0,Action,en,Shaitan,#VALUE!,01-06-11,0,126.0,C
,0,Comedy,hi,Awara Paagal Deewana,Base Industries Group,21-06-02,0,169.0,C
,0,Action,fr,Xing mu zi gu huo zhao,#VALUE!,23-10-79,0,0.0,C
,0,Thriller,en,Mardaani,Yash Raj Films,22-08-14,0,133.0,C
,11000000,Action,hi,Shootout at Lokhandwala,White Feather Films,25-05-07,12000000,150.0,C
,6900000,Romance,hi,Josh,United Seven Creations,09-06-00,15000000,162.0,C
,0,Action,en,Zhi fa xian feng,#VALUE!,27-11-86,0,85.0,C
,0,Action,zh,五遁忍術,Shaw Brothers,21-04-82,0,107.0,C
,0,Drama,ta,விருமாண்டி,#VALUE!,26-02-04,0,160.0,C
,0,Action,zh,鷹爪鐵布衫,Lai Wah Film Company,29-06-77,0,90.0,B
,0,Foreign,en,Tai ji yuan gong,#VALUE!,01-01-78,0,83.0,C
,0,Action,cn,Nan bei zui quan,Seasonal Film Corporation,26-06-79,0,94.0,C
,0,Action,en,Shen bu you ji,Graffon Film (H.K.) Co.,28-02-80,0,100.0,C
,0,Action,cn,Mai ming xiao zi,Shaw Brothers,20-09-79,0,100.0,C
,0,Action,zh,洪文定三破白蓮教,#VALUE!,,,,E
,0,,en,Raakh,#VALUE!,,,,E
,0,Action,zh,Shao Lin dou La Ma,Tin Ping Film Company,01-01-83,0,90.0,B
Dhoom Series,19500000,Action,hi,धूम ३,Yash Raj Films,18-12-13,91000000,172.0,C
Dragon Ball Z OVA Collection,0,Animation,ja,DRAGONBALL オッス!帰ってきた孫悟空と仲間たち!,Toei Animation,01-10-08,0,35.0,C
,0,Action,en,Shuang ma lian huan,#VALUE!,01-01-79,0,87.0,C
Dhoom Series,11000000,Drama,en,Dhoom 2,Yash Raj Films,24-11-06,46396427,147.0,C
Never Back Down Collection,3000000,Drama,en,Never Back Down 2: The Beatdown,#VALUE!,13-09-11,0,90.0,C
,0,Action,zh,Du bei chuan wang,#VALUE!,,,,E
,0,Action,en,Saai sau kwong lung,#VALUE!,01-01-02,0,88.0,E
,0,Action,hi,Ram Gopal Varma Ki Aag,RGV Film Factory,01-01-07,0,163.0,E
,0,Drama,hi,Shahid,#VALUE!,18-10-13,0,129.0,C
,0,Drama,en,Siddharth,#VALUE!,10-10-13,0,96.0,A
,0,Adventure,en,Blank: A Vinylmation Love Story,#VALUE!,14-02-14,0,37.0,D
,0,Animation,en,Trava: Fist Planet,Madhouse,03-05-03,0,52.0,C
,0,Animation,ja,カイト,Beam Entertainment,25-02-98,0,50.0,C
,0,Drama,ja,龍が如く 劇場版,#VALUE!,03-03-07,0,110.0,C
,0,Drama,en,Boychoir,Informant Media,04-09-14,0,106.0,C
,0,Comedy,en,Eddie Izzard: Sexie,#VALUE!,26-11-03,0,97.0,C
,0,Documentary,en,Beyond Gay: The Politics of Pride,#VALUE!,26-03-10,0,87.0,C
,0,Science Fiction,en,Rewind,Syfy,26-08-13,0,120.0,C
Ted Collection,68000000,Comedy,en,Ted 2,Universal Pictures,25-06-15,217022588,115.0,C
,5000000,Action,en,Fortress,Bayou Pictures,01-04-12,0,89.0,C
,0,Horror,en,Mothman,#VALUE!,24-04-10,0,86.0,D
,0,Animation,en,Rabbit Fire,Warner Bros.,19-05-51,0,7.0,B
,0,Documentary,en,Nematomas frontas,Forest Brothers,20-03-14,0,87.0,C
,0,Comedy,mr,Elizabeth Ekadashi,#VALUE!,14-11-14,0,90.0,E
,0,Music,hi,Queen,#VALUE!,27-02-14,0,146.0,C
,0,Horror,en,Indigenous,Kilburn Media,20-04-14,0,86.0,D
Sex is Zero Collection,0,Comedy,ko,색즉시공,#VALUE!,,,,E
,0,Comedy,en,Absolutely Anything,Phoenix Pictures,26-06-15,7200039,85.0,C
Despicable Me Collection,74000000,Family,en,Minions,Universal Pictures,17-06-15,1156730962,91.0,C
,0,Horror,es,La casa del fin de los tiempos,Centro Nacional Autónomo de Cinematografía,21-06-13,0,101.0,C
,0,Thriller,en,Candy Stripe Nurses,New World Pictures,01-05-74,0,80.0,E
,14000000,Adventure,en,Rough Cut,Paramount Pictures,19-06-80,16656125,112.0,C
,0,Comedy,en,Hound-Dog Man,Twentieth Century Fox Film Corporation,11-11-59,0,87.0,D
,0,Drama,en,An Annapolis Story,Allied Artists Pictures,10-04-55,0,81.0,E
,0,Crime,en,Baby Face Nelson,Fryman Enterprises,11-12-57,0,85.0,D
,0,Crime,en,The Nickel Ride,#VALUE!,15-01-75,0,99.0,C
,0,Western,en,The Stalking Moon,National General Production Inc.,25-12-68,0,109.0,D
,0,Comedy,en,The Great Impostor,#VALUE!,01-03-61,0,113.0,B
,0,Horror,en,Afterparty,Álvaro Agustín,13-09-13,0,80.0,D
,0,Comedy,es,A la legión le gustan las mujeres... y a las mujeres, les gusta la legión,Coral Producciones Cinematográficas,16-03-76,0,95.0,E
Bhoothnath Collection,0,Comedy,hi,भूतनाथ रिटर्न्स,T-Series,11-04-14,0,152.0,C
,0,,en,Dance Me to My Song,#VALUE!,,,,E
,0,Comedy,de,Horst Schlämmer - Isch kandidiere!,Zweites Deutsches Fernsehen (ZDF),20-08-09,0,96.0,D
,0,Drama,en,상의원,Showbox,24-12-14,0,127.0,B
,0,Comedy,en,Posthumous,Arden Films,04-10-14,0,94.0,C
,0,Comedy,en,Pardners,Paramount Pictures,01-08-56,0,90.0,B
,0,Horror,en,It Waits,#VALUE!,01-01-05,0,88.0,D
,500000,Comedy,en,Milf,The Asylum,17-10-10,0,88.0,D
,0,,en,Herman U.S.A.,#VALUE!,01-01-01,0,89.0,E
,0,Thriller,en,Il silenzio dei prosciutti,#VALUE!,11-03-94,0,81.0,D
Firestarter Collection,10000000,TV Movie,en,Firestarter 2: Rekindled,USA Films,10-03-02,0,168.0,C
,0,Animation,en,He-Man and She-Ra: The Secret of the Sword,Filmation Associates,01-01-85,7,100.0,C
,1000000,Comedy,en,Stripper Academy,Weggee Productions,29-04-07,0,97.0,E
,0,Romance,en,Bottoms Up,47 Entertainment,01-01-06,0,89.0,D
Killer Tomatoes! Collection,0,Horror,en,Killer Tomatoes Eat France!,Four Square Productions,18-11-92,0,94.0,D
,0,Thriller,en,Hallettsville,#VALUE!,05-03-09,0,0.0,D
,0,Horror,en,Rumpelstiltskin,Republic Pictures (II),24-11-95,0,87.0,D
Lilo & Stitch Collection,0,Animation,en,Leroy & Stitch,Walt Disney Television Animation,23-06-06,0,73.0,C
,0,Western,en,Ramrod,Enterprise Productions,02-05-47,0,95.0,C
Dracula 2000 Collection,0,Horror,en,Dracula II: Ascension,Dimension Films,07-06-03,0,85.0,C
Universal Soldier Collection,0,Action,en,Universal Soldier III: Unfinished Business,Rigel Independent Entertainment,01-12-99,0,95.0,D
Bachelor Party Collection,6000000,Comedy,en,Bachelor Party 2: The Last Temptation,Ignition Pictures,11-03-08,0,104.0,C
,104002432,Comedy,en,Double Wedding,Jaffe / Braunstein Enterprise,20-07-10,0,87.0,C
,0,Family,en,Alice Through the Looking Glass,IAC Film,26-12-98,0,83.0,C
Pulse Collection,0,Drama,en,Pulse 2: Afterlife,Dimension Extreme,30-09-08,0,89.0,D
,0,Comedy,en,Lower Learning,#VALUE!,10-10-08,0,97.0,D
Sleepaway Camp Collection,4000000,Mystery,en,Return to Sleepaway Camp,Go2sho,04-11-08,0,86.0,D
,0,Comedy,en,Alpha House,Asylum, The,11-03-14,0,88.0,D
