Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3,Multiplayer,Online,Relation
10194,0,0,0,0,1,1,0,40.0,having fun,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,Austria,2,15.0,AUT,AUT,both,no,various
10195,0,0,3,1,0,1,0,10.0,winning,0.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,24,Student at college / university,France,5,15.0,FRA,FRA,yes,yes,strangers
10196,1,1,1,2,0,0,1,16.0,improving,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,19,Student at college / university,Canada,6,20.0,CAN,FRA,yes,yes,friends
10197,2,3,3,3,0,0,2,25.0,improving,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,Female,18,Student at college / university,Netherlands,13,53.0,NLD,NLD,yes,yes,strangers
10198,3,3,3,2,2,3,3,30.0,winning,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,Male,19,Unemployed / between jobs,Germany,19,47.0,DEU,DEU,yes,yes,friends
10199,0,0,0,0,0,0,0,1.0,relaxing,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,USA,0,7.0,USA,USA,yes,yes,strangers
10200,0,0,0,0,0,3,0,30.0,improving,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,Male,20,Student at college / university,Greece,3,8.0,GRC,GRC,yes,yes,online acquaintaces
10201,1,1,1,0,0,1,0,39.0,improving,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at school,USA,4,28.0,USA,USA,yes,yes,friends
10202,3,2,3,0,0,1,2,10.0,having fun,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,19,Student at college / university,Germany,11,15.0,DEU,DEU,yes,yes,friends
10203,0,1,1,1,0,1,0,23.0,improving,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,Male,18,Student at school,Greece,4,24.0,GRC,GRC,yes,yes,friends
10204,1,0,0,0,0,0,0,8.0,relaxing,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,USA,1,4.0,USA,USA,yes,yes,friends
10206,2,2,1,2,2,2,3,30.0,improving,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,26,Student at college / university,Netherlands,14,10.0,NLD,NLD,yes,yes,friends
10207,1,1,2,1,1,0,0,42.0,having fun,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,3.0,3.0,Male,20,Unemployed / between jobs,Sweden,6,46.0,SWE,SWE,yes,yes,friends
10208,2,1,1,1,1,1,1,20.0,improving,1.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,0.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,Male,20,Student at college / university,USA,8,46.0,USA,KOR,yes,yes,strangers
10209,0,0,1,0,0,0,0,12.0,having fun,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,Male,21,Student at college / university,Norway,1,26.0,NOR,NOR,yes,yes,strangers
10210,0,0,1,0,0,0,0,10.0,improving,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,Male,32,Employed,USA,1,42.0,USA,USA,yes,yes,online acquaintaces
10211,0,0,0,0,0,0,0,21.0,improving,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,Sweden,0,7.0,SWE,SWE,yes,yes,online acquaintaces
10212,0,0,1,0,0,0,0,20.0,winning,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Canada,1,11.0,CAN,CAN,yes,yes,friends
10213,1,0,0,0,0,0,0,21.0,having fun,1.0,1.0,0.0,1.0,,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,18,Student at college / university,Czech Republic,1,,CZE,CZE,yes,yes,friends
10214,0,0,1,0,0,0,0,20.0,having fun,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Male,24,Employed,USA,1,10.0,USA,USA,yes,yes,friends
10215,1,1,1,1,1,1,0,32.0,relaxing,1.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,Male,18,Student at school,Portugal,6,43.0,PRT,PRT,yes,yes,online acquaintaces
10216,1,0,1,0,0,0,0,20.0,improving,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,Austria,2,15.0,AUT,AUT,yes,yes,friends
10217,0,0,1,0,0,2,0,40.0,having fun,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,Male,20,Student at college / university,USA,3,13.0,USA,USA,yes,yes,online acquaintaces
10218,0,0,0,0,0,0,0,17.0,improving,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,0,10.0,USA,USA,yes,yes,friends
10219,1,0,0,1,1,1,2,30.0,improving,,,,,,,,,,,,,,,,,,Male,18,Student at school,USA,6,,USA,USA,yes,yes,strangers
10220,2,1,2,0,0,2,0,3.0,winning,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,0.0,3.0,Male,19,Student at college / university,Italy,7,45.0,ITA,ITA,no,no,alone
10221,3,3,3,3,1,3,1,22.0,relaxing,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,18,Student at college / university,Portugal,17,8.0,PRT,PRT,yes,yes,friends
10222,0,0,0,0,1,1,1,20.0,winning,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,32,Employed,USA,3,5.0,USA,USA,yes,yes,online acquaintaces
10223,0,0,0,0,0,0,1,5.0,having fun,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,Male,20,Employed,USA,1,21.0,USA,USA,yes,yes,strangers
10224,1,1,2,1,0,0,0,35.0,improving,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,Male,22,Student at college / university,Sweden,5,9.0,SWE,SWE,yes,yes,friends
10225,0,0,1,1,1,0,0,20.0,improving,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,20,Unemployed / between jobs,Canada,3,8.0,CAN,CAN,yes,yes,strangers
10226,1,0,0,0,0,2,0,7.0,having fun,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,34,Employed,USA,3,13.0,USA,USA,yes,yes,friends
10227,2,1,3,2,0,3,0,20.0,winning,0.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,Male,19,Unemployed / between jobs,UK,11,54.0,GBR,GBR,yes,yes,online acquaintaces
10228,2,0,0,0,1,1,0,15.0,having fun,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,18,Employed,Germany,4,7.0,DEU,DEU,yes,yes,friends
10229,1,2,0,1,1,2,1,30.0,having fun,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at college / university,Germany,8,12.0,DEU,DEU,yes,yes,friends
10230,1,0,0,1,0,1,1,12.0,improving,1.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,Male,18,Student at school,UK,4,24.0,GBR,GBR,yes,yes,strangers
10231,0,0,0,0,0,0,0,20.0,having fun,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,0,11.0,USA,USA,yes,yes,strangers
10232,1,1,1,1,0,0,1,10.0,improving,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,22,Student at college / university,USA,5,8.0,USA,USA,yes,yes,strangers
10233,1,1,1,1,1,1,1,15.0,having fun,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,24,Student at college / university,UK,7,,GBR,GBR,yes,yes,friends
10234,0,0,0,0,0,0,0,16.0,improving,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at school,Norway,0,12.0,NOR,NOR,yes,yes,friends
10235,1,0,1,0,0,1,1,10.0,improving,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,4,4.0,GBR,GBR,yes,yes,friends
10237,3,3,3,3,2,3,3,20.0,having fun,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,Female,25,Employed,USA,20,39.0,USA,USA,yes,no,friends
10238,1,1,1,3,0,0,0,8.0,winning and having fun,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,Male,18,Student at college / university,USA,6,28.0,USA,USA,yes,yes,friends
10239,1,0,0,0,0,0,0,7.0,having fun,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,22,Student at college / university,Italy,1,10.0,ITA,ITA,yes,yes,strangers
10240,2,0,0,0,0,1,1,6.0,having fun,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,30,Employed,Germany,4,6.0,DEU,DEU,yes,yes,online acquaintaces
10241,0,0,1,0,0,2,1,35.0,having fun,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,USA,4,6.0,USA,USA,yes,yes,online acquaintaces
10242,1,0,0,0,0,1,0,20.0,winning,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,Male,21,Student at college / university,France,2,16.0,FRA,FRA,yes,yes,online acquaintaces
10243,0,0,0,0,0,0,0,24.0,having fun,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,0,6.0,USA,USA,yes,yes,friends
10244,0,1,2,0,0,3,0,15.0,winning and improving,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Employed,Germany,6,11.0,DEU,DEU,yes,yes,friends
10245,0,0,0,0,0,1,0,20.0,having fun,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at school,USA,1,7.0,USA,USA,yes,yes,friends
10246,0,1,1,1,0,0,1,40.0,having fun,2.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,Male,21,Student at college / university,Norway,4,40.0,NOR,NOR,yes,yes,strangers
10247,0,1,1,0,0,0,0,20.0,improving,0.0,1.0,1.0,3.0,0.0,1.0,0.0,,0.0,,2.0,1.0,0.0,1.0,1.0,2.0,0.0,Male,21,Student at college / university,South Africa,2,,ZAF,DEU,yes,yes,strangers
10248,1,1,2,1,0,3,1,20.0,winning and having fun and improving and relaxing,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,Estonia,9,11.0,EST,EST,yes,yes,friends
10249,1,1,1,1,0,1,1,15.0,having fun,2.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,Male,20,Student at college / university,France,6,26.0,FRA,FRA,yes,yes,friends
10250,0,0,1,1,0,0,0,9.0,improving,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at school,Hungary,2,17.0,HUN,HUN,yes,yes,strangers
10251,3,3,3,1,2,1,0,15.0,improving,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,Male,21,Unemployed / between jobs,USA,13,14.0,USA,USA,yes,yes,strangers
10252,0,1,0,0,0,0,1,10.0,having fun,0.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,2,20.0,USA,USA,yes,yes,online acquaintaces
10253,0,0,0,0,0,1,0,14.0,having fun,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,27,Employed,USA,1,7.0,USA,USA,yes,yes,online acquaintaces
10254,0,0,0,0,0,1,0,20.0,winning,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,1,14.0,USA,MKD,yes,yes,strangers
10255,0,0,2,1,2,0,0,18.0,improving,1.0,0.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,Male,18,Student at school,Bosnia and Herzegovina,5,29.0,BIH,BIH,yes,yes,strangers
10256,0,0,0,0,1,1,0,20.0,having fun,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,Male,24,Employed,USA,2,27.0,USA,USA,yes,yes,strangers
10257,0,0,1,1,0,2,1,16.0,winning,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,Male,22,Student at college / university,Chile,5,31.0,CHL,CHL,no,no,alone
10258,0,0,0,0,0,1,0,8.0,improving,1.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,Male,18,Student at school,UK,1,25.0,GBR,GBR,yes,yes,strangers
10259,1,1,1,0,0,1,0,18.0,improving,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,Male,19,Student at college / university,UK,4,24.0,GBR,GBR,yes,yes,strangers
10260,1,1,1,1,1,1,1,25.0,improving,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,UK,7,7.0,GBR,CYP,yes,yes,strangers
10261,2,1,2,1,1,1,2,40.0,improving,2.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,Male,20,Student at college / university,Canada,10,31.0,CAN,CAN,yes,yes,friends
10262,1,0,0,0,0,2,1,24.0,having fun,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Male,25,Employed,UK,4,16.0,GBR,GBR,yes,yes,friends
10263,1,1,3,2,0,3,0,14.0,improving,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,10,8.0,GBR,GBR,yes,yes,online acquaintaces
10264,0,0,0,0,0,0,0,18.0,winning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,Georgia,0,3.0,GEO,GEO,yes,yes,strangers
10265,1,2,3,1,0,0,0,12.0,winning,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,Male,25,Student at college / university,Denmark,7,12.0,DNK,DNK,yes,yes,friends
10266,3,2,2,1,0,2,1,40.0,improving,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,Male,24,Student at college / university,Pakistan,11,21.0,PAK,PAK,yes,yes,strangers
10267,1,0,1,1,0,2,0,25.0,improving,0.0,4.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0,Other,18,Student at school,USA,5,32.0,USA,USA,yes,yes,online acquaintaces
10268,0,1,2,0,0,1,0,5.0,having fun,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Female,24,Unemployed / between jobs,USA,4,63.0,USA,USA,yes,yes,online acquaintaces
10269,2,2,1,1,1,2,3,18.0,having fun,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,0.0,0.0,Male,18,Student at school,USA,12,40.0,USA,USA,yes,yes,online acquaintaces
10270,0,0,0,0,0,1,0,18.0,improving,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,Male,19,Student at school,Italy,1,32.0,ITA,UKR,yes,yes,strangers
10271,1,0,0,0,0,3,0,25.0,having fun,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,Male,18,Student at school,Canada,4,45.0,CAN,CAN,yes,yes,friends
10272,0,0,0,0,0,0,0,15.0,winning,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,Male,26,Employed,Canada,0,10.0,CAN,CAN,yes,yes,friends
10273,1,0,2,1,0,1,1,20.0,improving,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,Male,23,Student at college / university,France,6,36.0,FRA,FRA,yes,yes,strangers
10274,3,2,2,1,1,1,3,50.0,having fun,1.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,Male,25,Unemployed / between jobs,USA,13,39.0,USA,USA,yes,yes,strangers
10275,0,0,1,0,0,1,0,25.0,having fun,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,20,Student at college / university,Canada,2,,CAN,CAN,yes,yes,strangers
10276,1,1,0,1,3,1,0,35.0,improving,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at college / university,UK,7,22.0,GBR,BLR,yes,yes,online acquaintaces
10277,1,0,1,1,0,0,0,8.0,having fun,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,Male,18,Student at college / university,USA,3,18.0,USA,USA,yes,yes,friends
10278,1,1,2,0,0,1,0,20.0,having fun,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,19,Unemployed / between jobs,Canada,5,35.0,CAN,CAN,yes,yes,friends
10279,1,0,1,1,0,1,0,14.0,having fun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Greece,4,3.0,GRC,GRC,yes,yes,friends
10280,2,2,3,1,0,0,0,8.0,improving,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,Male,18,Student at school,Italy,8,31.0,ITA,ITA,yes,yes,online acquaintaces
10281,1,0,1,0,0,1,2,20.0,improving,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,Male,18,Student at school,Italy,5,15.0,ITA,ITA,yes,yes,strangers
10282,1,0,0,0,1,0,0,12.0,improving,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,21,Student at college / university,Spain,2,7.0,ESP,ESP,yes,yes,friends
10283,1,0,3,0,0,0,1,30.0,having fun,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,18,Student at school,USA,5,11.0,USA,USA,yes,yes,friends
10284,1,1,1,1,0,1,0,10.0,having fun,1.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,2.0,1.0,Male,21,Employed,UK,5,34.0,GBR,GBR,yes,yes,friends
10285,0,0,1,1,1,1,0,15.0,having fun,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,21,Student at college / university,Croatia,4,3.0,HRV,HRV,yes,yes,friends
10286,0,0,0,0,0,0,0,30.0,having fun,1.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,Male,18,Student at school,USA,0,28.0,USA,USA,yes,yes,friends
10287,0,0,2,0,0,2,0,10.0,having fun and improving,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,Male,19,Student at college / university,USA,4,14.0,USA,USA,yes,yes,strangers
10288,1,1,2,0,0,1,0,50.0,having fun,2.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,Male,18,Student at school,USA,5,29.0,USA,CHN,yes,yes,online acquaintaces
10289,1,1,3,2,1,1,1,10.0,having fun,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,20,Student at college / university,Germany,10,18.0,DEU,DEU,yes,yes,friends
10291,0,2,1,1,0,0,2,30.0,improving,2.0,1.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,1.0,,3.0,2.0,2.0,1.0,Male,21,Student at college / university,Canada,6,,CAN,CAN,yes,yes,friends
10292,1,1,1,1,1,1,1,30.0,improving,1.0,2.0,0.0,2.0,1.0,,0.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,0.0,4.0,Male,19,Student at college / university,Bulgaria,7,,BGR,BGR,yes,yes,friends
10293,2,1,2,0,0,3,0,15.0,improving,1.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,Male,19,Student at college / university,USA,8,20.0,USA,USA,yes,yes,online acquaintaces
10294,1,0,1,0,0,1,0,26.0,improving,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,3,8.0,USA,USA,yes,yes,online acquaintaces
10295,1,1,0,0,0,0,0,10.0,winning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,Canada,2,7.0,CAN,CAN,yes,yes,online acquaintaces
10296,0,2,1,1,0,0,2,30.0,improving,2.0,1.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,1.0,,3.0,2.0,2.0,1.0,Male,21,Student at college / university,Canada,6,,CAN,CAN,yes,yes,friends
10297,1,1,0,0,0,0,1,10.0,having fun,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,20,Student at college / university,USA,3,6.0,USA,USA,yes,yes,friends
10298,3,2,2,1,1,1,2,14.0,improving,1.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,Male,20,Student at college / university,Brazil,12,45.0,BRA,BRA,yes,yes,strangers
10299,0,0,1,0,1,0,0,5.0,having fun,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Unemployed / between jobs,Finland,2,5.0,FIN,FIN,yes,yes,friends
10300,1,1,1,0,0,1,0,14.0,improving,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,Female,23,Student at college / university,Norway,4,11.0,NOR,NOR,yes,yes,online acquaintaces
10301,0,0,0,0,0,1,0,30.0,improving,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,UK,1,11.0,GBR,GBR,yes,yes,online acquaintaces
